                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.78071,                0.50109,                0.98102,                0.96131,                0.95358,                0.98105,                0.75116,                0.83862,                0.46591,                 1.0385,               0.008878,               0.008878,               0.008878
                     37,                0.77645,                0.48533,                0.98074,                0.97729,                  0.951,                0.99018,                0.75445,                 0.8234,                0.45156,                 1.0476,               0.008845,               0.008845,               0.008845
                     38,                0.76171,                0.48071,                0.97639,                0.97308,                0.95733,                0.98682,                0.75391,                0.84814,                0.45937,                 1.0713,               0.008812,               0.008812,               0.008812
                     39,                0.76113,                0.48409,                0.97601,                0.96721,                0.95497,                0.98624,                0.76226,                0.81944,                0.43711,                  1.043,               0.008779,               0.008779,               0.008779
                     40,                0.76151,                0.48384,                0.97476,                0.96718,                0.95232,                0.98503,                0.76955,                0.82552,                0.45505,                 1.0502,               0.008746,               0.008746,               0.008746
                     41,                 0.7474,                0.46474,                 0.9675,                0.97616,                0.95689,                0.98366,                0.75179,                 0.8493,                0.45649,                 1.0494,               0.008713,               0.008713,               0.008713
                     42,                0.74252,                0.46411,                0.96426,                0.96695,                0.95521,                0.98459,                0.74988,                0.83849,                0.45227,                 1.0718,                0.00868,                0.00868,                0.00868
                     43,                0.74706,                0.47226,                 0.9702,                0.97667,                0.94587,                0.98959,                0.76181,                0.81986,                0.43932,                 1.0475,               0.008647,               0.008647,               0.008647
                     44,                0.73717,                0.46648,                0.96201,                0.96558,                 0.9547,                0.98413,                0.74998,                0.82341,                0.44041,                 1.0625,               0.008614,               0.008614,               0.008614
                     45,                0.73024,                0.45295,                0.95351,                0.94696,                0.96492,                0.98484,                0.76424,                0.82305,                0.42332,                 1.0682,               0.008581,               0.008581,               0.008581
                     46,                0.72926,                0.46273,                0.96186,                0.95462,                 0.9603,                0.98712,                 0.7613,                0.81109,                0.42961,                 1.0637,               0.008548,               0.008548,               0.008548
                     47,                0.72152,                0.44716,                0.95134,                0.96855,                0.94952,                0.98539,                 0.7635,                0.80159,                0.42911,                 1.0392,               0.008515,               0.008515,               0.008515
                     48,                0.72827,                0.45553,                0.95983,                0.96842,                0.95694,                0.98508,                0.76161,                0.82555,                0.42756,                 1.0554,               0.008482,               0.008482,               0.008482
                     49,                0.71164,                 0.4428,                0.95088,                0.96899,                0.96028,                0.98738,                0.76957,                0.82093,                0.41223,                  1.049,               0.008449,               0.008449,               0.008449
                     50,                0.71166,                0.44624,                0.94547,                0.94411,                0.96997,                0.98624,                0.76719,                0.81059,                0.42537,                 1.0321,               0.008416,               0.008416,               0.008416
                     51,                0.71324,                 0.4451,                0.95153,                0.96274,                0.96565,                0.98934,                 0.7581,                 0.8129,                0.41653,                 1.0441,               0.008383,               0.008383,               0.008383
                     52,                0.69738,                0.42905,                0.94683,                0.97302,                0.96269,                0.99216,                0.77138,                0.80878,                0.40715,                   1.04,                0.00835,                0.00835,                0.00835
                     53,                0.70253,                0.43875,                0.94456,                0.95281,                0.97331,                0.98538,                 0.7641,                0.81886,                 0.4186,                 1.0453,               0.008317,               0.008317,               0.008317
                     54,                0.70029,                0.43652,                0.94182,                 0.9674,                0.96325,                0.98731,                0.76311,                0.80946,                0.41192,                 1.0485,               0.008284,               0.008284,               0.008284
                     55,                 0.6922,                0.43101,                0.94918,                0.96379,                0.95943,                0.98699,                0.76548,                0.79623,                0.40629,                 1.0495,               0.008251,               0.008251,               0.008251
                     56,                0.68435,                0.42087,                0.94511,                0.97167,                0.96047,                0.98476,                0.76495,                0.80526,                0.40646,                 1.0544,               0.008218,               0.008218,               0.008218
                     57,                0.68316,                0.42565,                0.93782,                0.96407,                0.96198,                0.99181,                0.77009,                0.80961,                0.39729,                 1.0493,               0.008185,               0.008185,               0.008185
                     58,                0.67375,                0.42059,                 0.9327,                0.97274,                 0.9465,                0.98563,                0.75886,                0.82129,                0.40648,                 1.0617,               0.008152,               0.008152,               0.008152
                     59,                0.67508,                0.41694,                0.93369,                0.97483,                0.95722,                0.98394,                0.76102,                0.81241,                0.40639,                 1.0553,               0.008119,               0.008119,               0.008119
                     60,                0.68123,                0.41849,                0.93644,                0.95706,                0.96031,                0.98293,                0.75883,                0.80796,                0.40889,                 1.0594,               0.008086,               0.008086,               0.008086
                     61,                0.66593,                0.41457,                0.92717,                0.97503,                0.95478,                0.98873,                0.76556,                0.82285,                0.40152,                 1.0701,               0.008053,               0.008053,               0.008053
                     62,                 0.6637,                0.40828,                 0.9304,                0.97799,                0.95805,                0.98728,                0.77013,                0.80874,                0.40018,                 1.0487,                0.00802,                0.00802,                0.00802
                     63,                0.65749,                0.40425,                0.92299,                0.98164,                0.95952,                0.98697,                0.75935,                0.80993,                0.38614,                 1.0516,               0.007987,               0.007987,               0.007987
                     64,                 0.6486,                0.40229,                0.91864,                0.97084,                0.96538,                0.98471,                0.76487,                0.81283,                0.39526,                 1.0636,               0.007954,               0.007954,               0.007954
                     65,                0.65414,                0.40471,                0.92397,                0.96353,                0.96662,                0.99145,                 0.7698,                0.81473,                0.38962,                 1.0518,               0.007921,               0.007921,               0.007921
                     66,                0.65754,                0.40597,                0.92752,                0.96824,                0.96504,                0.98431,                0.76098,                0.81266,                0.39411,                 1.0569,               0.007888,               0.007888,               0.007888
                     67,                0.65235,                0.40224,                 0.9291,                0.96774,                 0.9686,                0.98859,                0.76755,                0.79235,                0.37904,                 1.0593,               0.007855,               0.007855,               0.007855
                     68,                0.63383,                0.39422,                0.91996,                0.96861,                0.95303,                 0.9807,                 0.7561,                 0.8182,                0.40111,                 1.0445,               0.007822,               0.007822,               0.007822
                     69,                 0.6432,                 0.4003,                 0.9209,                0.96543,                0.96679,                0.98646,                0.76816,                0.80701,                 0.3844,                 1.0534,               0.007789,               0.007789,               0.007789
