                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                0.58101,                 0.3123,                0.88556,                0.99782,                0.99927,                0.99478,                0.91054,                0.50716,                0.19692,                0.84662,               0.007723,               0.007723,               0.007723
                     72,                0.57741,                0.31012,                0.88566,                0.99791,                0.99927,                0.99478,                0.90931,                0.50729,                0.19847,                0.84664,                0.00769,                0.00769,                0.00769
                     73,                0.58389,                0.30983,                0.88405,                0.99769,                0.99927,                0.99478,                0.91015,                0.50677,                0.19997,                0.84494,               0.007657,               0.007657,               0.007657
                     74,                0.58094,                0.31009,                0.88526,                0.99765,                0.99927,                0.99478,                0.91049,                0.50516,                 0.2023,                 0.8427,               0.007624,               0.007624,               0.007624
                     75,                0.57786,                0.30848,                0.88718,                0.99671,                0.99854,                0.99478,                0.91011,                0.50486,                0.20064,                0.84144,               0.007591,               0.007591,               0.007591
                     76,                0.58202,                0.31049,                0.88859,                 0.9957,                0.99927,                0.99478,                0.90976,                0.50508,                0.19963,                0.84085,               0.007558,               0.007558,               0.007558
                     77,                0.57459,                0.30602,                0.88052,                0.99694,                0.99927,                0.99478,                0.91113,                0.50477,                0.19774,                0.84013,               0.007525,               0.007525,               0.007525
                     78,                0.57546,                0.30616,                0.88357,                0.99742,                0.99927,                0.99478,                 0.9108,                 0.5045,                0.19582,                   0.84,               0.007492,               0.007492,               0.007492
                     79,                0.58042,                0.30895,                0.88735,                0.99791,                0.99927,                0.99478,                0.91062,                 0.5047,                0.19534,                0.84035,               0.007459,               0.007459,               0.007459
                     80,                0.57696,                0.30491,                0.88826,                0.99788,                0.99927,                0.99478,                0.91153,                0.50492,                 0.1951,                0.84076,               0.007426,               0.007426,               0.007426
                     81,                0.57362,                0.30639,                  0.883,                0.99788,                0.99927,                0.99478,                0.91174,                0.50448,                0.19422,                0.84103,               0.007393,               0.007393,               0.007393
                     82,                0.57972,                0.30858,                0.87792,                0.99795,                0.99927,                0.99478,                0.91132,                0.50408,                0.19468,                0.84003,                0.00736,                0.00736,                0.00736
                     83,                0.57982,                0.30682,                0.88566,                0.99796,                0.99927,                0.99478,                0.91117,                0.50412,                0.19361,                0.83987,               0.007327,               0.007327,               0.007327
                     84,                0.57661,                0.30463,                0.88221,                0.99804,                0.99927,                0.99478,                0.91156,                0.50357,                0.19303,                0.83962,               0.007294,               0.007294,               0.007294
